id,name,college_code,percentage
33213,Maye,KQ,79.19
33214,Jorry,EX,46.98
33215,Madeleine,ST,19.79
33216,Olwen,BF,75.69
33217,Binny,TU,54.94
33218,Carmencita,UA,94.38
33219,Hildegaard,JU,68.2
33220,Sophia,JI,51.41
33221,Damaris,FO,11.12
33222,Mildrid,GE,4.5
33223,Maridel,UT,72.23
33224,Dale,HP,72.57
33225,Christian,GZ,23.55
33226,Louella,OM,60.35
33227,Glenda,JV,20.92
33228,Gianina,VI,93.73
33229,Kial,UZ,26.16
33230,Antonietta,NV,3.1
33231,Gusty,ZQ,63.99
33232,Netty,UH,21.27
33233,Annecorinne,OE,26.81
33234,Sarette,LM,99.58
33235,Beverley,PF,47.5
33236,Zsa Zsa,VC,85.05
33237,Elmira,HW,15.62
33238,Chandra,BO,41.97
33239,Jorry,QZ,65.8
33240,Kaja,TB,91.86
33241,Ayn,EB,77.95
33242,Layla,EY,21.13
33243,Karolina,SR,10.2
33244,Valli,VK,65.48
33245,Thalia,IZ,62.42
33246,Calla,HX,34.8
33247,Helena,XS,51.24
33248,Brandise,FK,94.55
33249,Ardeen,HE,47.14
33250,Annaliese,MA,39.59
33251,Mahalia,XO,54.89
33252,Leeanne,KD,35.13
33253,Nyssa,XT,23.83
33254,Sophia,MM,33.06
33255,Carmela,DT,67.9
33256,Nataline,CV,96.92
33257,Willetta,BC,29.43
33258,Ginnie,CC,39.87
33259,Ivett,OY,45.23
33260,Tilly,AO,7.73
33261,Cristabel,QI,93.71
33262,Regina,BM,88.47
33263,Brooks,HF,15.43
33264,Concettina,ZG,85.95
33265,Wanda,YV,40.57
33266,Arlina,MY,90.22
33267,Amelia,QY,50.87
33268,Ericka,HO,11.74
33269,Noelle,US,50.52
33270,Kalina,XW,14.82
33271,Fernande,EC,2.44
33272,Britte,YQ,3.65
33273,Lucille,RB,91.15
33274,Hallie,LQ,19.33
33275,Mireielle,ST,62.35
33276,Elie,EC,53.78
33277,Fanny,LJ,100.01
33278,Camile,TK,87.24
33279,Donnie,SU,38.75
33280,Lynde,IK,13.34
33281,Evaleen,UZ,52.28
33282,Yvonne,XS,14.14
33283,Hayley,HN,66.69
33284,Binny,VF,76.28
33285,Modestia,BD,5.15
33286,Roseline,UR,84.22
33287,Grier,SB,41.07
33288,Kellen,TK,9.44
33289,Selia,TV,8.93
33290,Jasmina,RE,20.76
33291,Agnese,GO,87.65
33292,Mallory,JT,42.55
33293,Netty,RL,56.43
33294,Codie,PP,14.31
33295,Concettina,SW,69.37
33296,Kial,OE,63.74
33297,Cherrita,ZF,25.94
33298,Gisela,YW,92.15
33299,Jackie,YX,65.44
33300,Nelle,XT,14.14
33301,Camile,CS,97.49
33302,Etta,ZD,24.23
33303,Joceline,EJ,34.48
33304,Fawne,UV,95.32
33305,Kamilah,SE,96.68
33306,Arlina,QG,19.81
33307,Raquela,DX,78.98
33308,Lucille,ET,91.15
33309,Ardenia,YM,60.25
33310,Cissiee,XM,9.76
33311,Dyann,TJ,89.71
33312,Miquela,HC,40.33
33313,Melina,EF,43.61
33314,Cassandra,MZ,10.76
33315,Rosaline,IB,53.31
33316,Benita,RA,91.65
33317,Sonni,BQ,65.12
33318,Ana,WC,8.87
33319,Hayley,LS,64.07
33320,Jennica,DU,47.06
33321,Viki,NO,26.62
33322,Collen,JB,86.3
33323,Larine,KH,83.82
33324,Ottilie,QC,78.74
33325,Shel,SI,59.38
33326,Jenda,CM,78.16
33327,Nicoli,GC,55.12
33328,Lila,HY,97.62
33329,Sheree,ZC,74.85
33330,Anica,HC,78.53
33331,Emmey,YR,28.8
33332,Chandra,IV,35.02
33333,Sashenka,CV,30.45
33334,Ginnie,IZ,19.44
33335,Robbi,AB,22.24
33336,Jacenta,GS,59.76
33337,Hermione,UH,6.03
33338,Shaine,JS,85.19
33339,Claresta,VR,70.21
33340,Camile,IR,62.17
33341,Emmey,MV,61.17
33342,Rubie,TS,8.14
33343,Rani,XE,10.55
33344,Vita,QL,83.29
33345,Demetris,UN,20.03
33346,Vanessa,JH,34.09
33347,Tamqrah,FW,37.67
33348,Kassey,RV,74.08
33349,Sharai,VU,89.34
33350,Tierney,TI,2.42
33351,Paulita,HU,79.61
33352,Donetta,PD,20.79
33353,Fayre,HC,85.01
33354,Tybie,UU,87.71
33355,Gertrud,DQ,25.79
33356,Nerta,UL,53.04
33357,Binny,QH,60.42
33358,Annabela,MA,37.77
33359,Fayre,NI,79.44
33360,Lauryn,KU,37.61
33361,Tori,SE,52.49
33362,Raina,WG,12.77
33363,Aili,OH,37
33364,Merle,WV,86.09
33365,Joeann,ZD,72.7
33366,Marleah,AO,15.1
33367,Lila,ZD,50.21
33368,Rani,MA,40.43
33369,Ardys,YN,36.32
33370,Glynnis,TM,89.2
33371,Shel,CG,66.12
33372,Dione,MT,46.98
33373,Susette,DI,94.04
33374,Nita,UD,6.32
33375,Shell,NR,36.05
33376,Dolli,KQ,28.81
33377,Sissy,LN,41.41
33378,Jenda,FQ,92.43
33379,Aurelie,QM,54.14
33380,Emmey,GQ,42.48
33381,Lilith,KD,49.2
33382,Raf,DD,52.06
33383,Monika,SE,20.07
33384,Jan,BX,100.67
33385,Roslyn,PE,77.5
33386,Merle,NB,21.99
33387,Peri,NS,64.47
33388,Alexine,QB,90.19
33389,Wileen,RS,70.01
33390,Devina,YE,6.2
33391,Kathi,MX,11.42
33392,Candi,QC,52.56
33393,Shirlee,SG,54.33
33394,Ana,KE,84.31
33395,Mamie,CS,94.83
33396,Deane,ZG,99.53
33397,Orelia,IV,4.39
33398,Andree,KW,43.31
33399,Jan,OM,12.99
33400,Leanna,XM,48.03
33401,Mallory,PJ,64.39
33402,Cristine,YQ,77.54
33403,Nerta,IU,61.66
33404,Shaine,OX,60.61
33405,Vevay,TX,10.47
33406,Nessie,PO,63.5
33407,Roberta,BS,48.54
33408,Roz,QU,51.89
33409,Wilma,CC,60.98
33410,Mathilda,EZ,29.53
33411,Rani,HS,9.35
33412,Brianna,LC,4.26
33413,Nonnah,QS,35.3
33414,Kimmy,UB,95.13
33415,Lila,BE,94.49
33416,Raina,YV,34.48
33417,Cindelyn,QU,64.63
33418,Randa,MN,35.84
33419,Atlanta,TK,29.76
33420,Barbara,OI,65.17
33421,Zia,JS,39.54
33422,Melodie,PL,1.45
33423,Candy,DY,17.77
33424,Imojean,MT,23.03
33425,Demetris,GD,11.31
33426,Danny,ZA,14.75
33427,Joy,JG,67.22
33428,Monika,FE,100.63
33429,Etta,EJ,10.29
33430,Yvonne,NS,89.82
33431,Evaleen,VY,12.94
33432,Marcelline,KE,77.54
33433,Ilse,TW,78.44
33434,Paule,CX,88.95
33435,Justinn,YH,64.23
33436,Genevra,KX,98.48
33437,Aaren,KS,64.7
33438,Fernande,BW,17.42
33439,Ana,ZF,27.43
33440,Sonni,KV,31.41
33441,Valli,MG,1.85
33442,Paulita,MM,23.22
33443,Roberta,BX,60.48
33444,Anica,NI,84.54
33445,Di,HA,60.7
33446,Louella,MY,60.03
33447,Dale,IO,96.16
33448,Corene,FN,41.4
33449,Mireielle,ZO,33.58
33450,Sarette,JV,73.21
33451,Taffy,JP,33.36
33452,Moyna,RD,71.91
33453,Lanna,RW,23.15
33454,Aili,TV,86.28
33455,Netty,CT,97.66
33456,Aimil,SR,63.82
33457,Clary,VB,10.39
33458,Raina,WX,28.99
33459,Codie,VJ,65.3
33460,Roz,AT,93.41
33461,Shandie,EL,77.66
33462,Dawn,JC,65.75
33463,Jordan,BO,51.3
33464,Raf,TY,21.03
33465,Annecorinne,BF,24.8
33466,Raquela,QJ,96.1
33467,Juliane,ET,5.95
33468,Tiffie,HA,88.12
33469,Marguerite,RF,95.56
33470,Melina,PZ,9.27
33471,Giustina,TW,45.57
33472,Cathyleen,RL,0.28
33473,Iseabal,UM,42.87
33474,Claresta,RT,74.96
33475,Amii,PV,27.34
33476,Romona,SE,31.47
33477,Aurore,IO,57.06
33478,Modestia,WB,49.97
33479,Emmey,YC,86.04
33480,Allyce,JS,42.62
33481,Bernie,ZP,10.81
33482,Dagmar,DV,44.33
33483,Ann-Marie,ZN,60.71
33484,Lanae,XO,14.26
33485,Angelique,UF,89.77
33486,Deirdre,GD,61.37
33487,Fernande,MZ,21.67
33488,Annaliese,RM,40.94
33489,Zaria,QQ,89.52
33490,Shel,SZ,80.6
33491,Ermengarde,JB,65
33492,Evita,ME,85.08
33493,Emmey,SU,27.22
33494,Lilith,TX,59.95
33495,Blondelle,RW,68.99
33496,Tori,IM,19.48
33497,Tiffie,FS,11.65
33498,Benita,HA,83.96
33499,Ira,XE,73.14
33500,Stacey,JK,87.49
33501,Atlanta,XL,82.14
33502,Sam,EP,98.35
33503,Lulita,BO,57.62
33504,Bertine,TX,82.13
33505,Courtnay,PJ,34.83
33506,Shandie,SK,25.55
33507,Kara-Lynn,WI,83.94
33508,Minne,NF,59.88
33509,Trudie,NY,71.91
33510,Kaia,TF,8.59
33511,Sallie,JL,45.62
33512,Fawne,OO,66.4
33513,Daryl,NI,10.59
33514,Dania,XU,70.67
33515,Helsa,EG,78.73
33516,Annaliese,CE,74.28
33517,Morganica,TB,5.66
33518,Gianina,ZD,95.84
33519,Kerrin,TF,77.01
33520,Gwyneth,BC,64.43
33521,Josephine,IK,79.22
33522,Viviene,DX,34.84
33523,Farrah,TM,35.4
33524,Renae,GI,37.13
33525,Therine,LF,94.68
33526,Monika,ZW,62.21
33527,Lolita,TP,95.95
33528,Cindelyn,DH,0.79
33529,Gui,IN,22.17
33530,Clarice,AN,1.87
33531,Etta,YQ,72.01
33532,Juliane,MP,2.56
33533,Annabela,XV,30.75
33534,Kathi,PX,19.13
33535,Susette,NY,57.13
33536,Nelle,SI,10.74
33537,Leia,NZ,72.37
33538,Nananne,AJ,27.64
33539,Rhea,TU,94.4
33540,Tierney,ZV,82.92
33541,Adele,OB,90.31
33542,Maye,YV,21.15
33543,Joceline,KW,31.48
33544,Brianna,ZF,2.65
33545,Mureil,UE,35.07
33546,Chickie,UH,81.86
33547,Sissy,TV,41.37
33548,Chere,TL,45.42
33549,Odessa,LB,30.3
33550,Corene,IJ,81.87
33551,Lusa,GJ,80.17
33552,Reeba,QU,78.13
33553,Beatriz,PO,68.48
33554,Carlie,AZ,57.39
33555,Eugine,SP,68.69
33556,Estell,DL,27.37
33557,Adore,TV,95.52
33558,Adore,QR,9.32
33559,Gui,FD,21.21
33560,Molli,ZS,12.31
33561,Alisha,SD,99.62
33562,Madelle,YI,10.37
33563,Drucie,LF,56.93
33564,Henriette,KA,12.69
33565,Alameda,QQ,89.25
33566,Susette,GZ,70.29
33567,Lyssa,MS,88.7
33568,Betta,LD,39.85
33569,Joleen,RN,21.88
33570,Kylynn,CN,33.77
33571,Quintina,UC,84.2
33572,Stacey,NT,95.35
33573,Kirstin,AP,18.15
33574,Marcelline,NE,76.65
33575,Lynnea,YB,26.44
33576,Xylina,QL,27.15
33577,Lindie,CK,90.87
33578,Flo,NS,45.65
33579,Antonietta,PO,24.07
33580,Nyssa,SX,21.59
33581,Priscilla,HL,24.52
33582,Edith,NO,82.21
33583,Berta,PE,97.88
33584,Maryellen,YN,48.48
33585,Ardys,TW,91.73
33586,Collen,SC,3.55
33587,Teddie,VE,30.63
33588,Keelia,XV,47.74
33589,Kelly,TW,75.85
33590,Shannah,YH,48.83
33591,Heida,RR,36.44
33592,Codie,QK,74.5
33593,Kimberley,UR,48.96
33594,Alisha,SG,83.98
33595,Carol-Jean,ZP,8.81
33596,Aurore,RC,4.82
33597,Hollie,QG,17.86
33598,Danika,UX,50.7
33599,Sophia,XM,23.52
33600,Tarra,FG,79.2
33601,Concettina,YN,99.44
33602,Lorne,AA,50.75
33603,Anestassia,FY,20.17
33604,Starla,MJ,57.11
33605,Barbi,JB,71.33
33606,Deirdre,NY,76.28
33607,Lexine,SX,68.14
33608,Olwen,YI,94.05
33609,Carly,VW,90.55
33610,Flo,NN,72.83
33611,Nannie,BP,94.29
33612,Emma,EA,59.07
33613,Dorthy,VJ,68.85
33614,Dominga,YQ,67.91
33615,Marsiella,TR,76.62
33616,Ketti,VL,9.52
33617,Dorice,UP,36.18
33618,Dorene,EG,27.94
33619,Michaelina,OH,97.08
33620,Ashlee,UK,67.17
33621,Leeanne,AY,56.69
33622,Valli,AJ,54.76
33623,Susan,SN,77.14
33624,Alleen,CN,4.28
33625,Brietta,SG,89.1
33626,Meg,AF,34.25
33627,Ricky,RR,49.25
33628,Marylou,HM,28.81
33629,Darlleen,JP,43.19
33630,Myrtice,ZQ,22.03
33631,Arlina,BE,88.38
33632,Marline,MW,38.23
33633,Zondra,VC,74.29
33634,Steffane,JP,13.48
33635,Gabi,AY,96.86
33636,Gavrielle,FH,83.25
33637,Gabi,OC,21.11
33638,Arlina,EK,27.52
33639,Pierette,CA,68.42
33640,Annora,KO,22.16
33641,Sherrie,CL,72
33642,Rani,QJ,32.24
33643,Gianina,BU,40.21
33644,Alisha,NC,87.78
33645,Eve,HU,96.16
33646,Ninnetta,EO,76.03
33647,Christy,KW,34.52
33648,Almeta,VF,40.8
33649,Henriette,PN,82.51
33650,Kittie,QK,1.06
33651,Elora,ML,15.71
33652,Ethel,JD,27.09
33653,Judy,JF,56.13
33654,Gerrie,QP,31.3
33655,Nita,LL,82.03
33656,Britte,KV,15.51
33657,Georgina,GX,64.64
33658,Jacenta,LL,76.99
33659,Eugine,XL,17.99
33660,Phylis,QG,94.85
33661,Raina,FP,47.79
33662,Correy,HR,67.67
33663,Elka,SV,73.4
33664,Almeta,JK,32.42
33665,Minne,GF,17.76
33666,Zaria,MB,99.67
33667,Claudina,CK,20.84
33668,Ruthe,LS,85.7
33669,Sean,EY,6.25
33670,Cassondra,CE,51
33671,Fina,QQ,14.45
33672,Justinn,NY,7.66
33673,Ana,MY,43.19
33674,Liana,TN,30.95
33675,Lacie,OY,34.38
33676,Wilma,BW,73.02
33677,Cherilyn,RG,50.63
33678,Caritta,QU,57.3
33679,Donnie,FX,68.09
33680,Helsa,MG,4.63
33681,Therine,PU,42.49
33682,Linet,AD,12.17
33683,Konstance,TM,46.93
33684,Arlena,FL,97.74
33685,Lynnea,VL,26.78
33686,Katleen,EZ,31.22
33687,Roseline,AX,29.11
33688,Eadie,ZG,51.72
33689,Cathie,KJ,56.68
33690,Courtnay,DT,98.46
33691,Barbara,XT,10
33692,Melodie,TW,10.1
33693,Christian,CH,50.33
33694,Tori,GY,0.21
33695,Janeczka,YN,33.51
33696,Rayna,AW,4.48
33697,Allyce,ZC,28.72
33698,Joy,PQ,98.03
33699,Flory,NS,32.63
33700,Siana,QW,78.62
33701,Bernie,SZ,71.38
33702,Sophia,VF,44.31
33703,Brana,NX,79.24
33704,Felice,FO,39.28
33705,Ronna,EB,54.01
33706,Merrie,MP,25.38
33707,Mahalia,ER,66.72
33708,Hyacinthe,VM,34.17
33709,Dulce,MJ,30.01
33710,Fanchon,WU,35.39
33711,Flo,GV,73.4
33712,Elmira,FT,4.87
33713,Dagmar,IA,68.68
33714,Pierette,OS,32.17
33715,Maridel,BO,0.61
33716,Libbie,ZK,53.18
33717,Vevay,FX,14.29
33718,Florencia,JB,35.15
33719,Marsiella,YC,91.51
33720,Hettie,PG,72.49
33721,Kore,VP,16.87
33722,Suzette,QQ,13.57
33723,Liana,UC,68.86
33724,Gusella,XP,64.51
33725,Dulce,JQ,23.89
33726,Randa,EC,40.62
33727,Wynne,SH,66.88
33728,Britni,UU,62.07
33729,June,YV,18.11
33730,Netty,PU,12.29
33731,Kelly,GC,56.32
33732,Calla,WZ,77.44
33733,Luci,RL,54.7
33734,Margalo,HI,97.96
33735,Corly,TA,14.08
33736,Evaleen,ZY,95.24
33737,Gerianna,RX,55.41
33738,Nicoli,TE,2.52
33739,Correy,HG,32.36
33740,Atlanta,KW,67.32
33741,Sherrie,BB,64.37
33742,Lolita,CS,10.77
33743,Celestyna,DA,100.2
33744,Donnie,ZV,6.7
33745,Sadie,QT,65.8
33746,Sabina,WB,17.21
33747,Meriel,MB,31.54
33748,Dennie,EE,66.56
33749,Winny,XQ,50.63
33750,Allis,RG,49.75
33751,Eugine,TD,10.94
33752,Binny,ZT,56.43
33753,Felice,WC,35.64
33754,Helsa,ZD,59.52
33755,Marguerite,ZJ,18.19
33756,Agathe,YR,40.57
33757,Nyssa,EW,3.87
33758,Noelle,HP,38.82
33759,Clarice,FI,32.2
33760,Winifred,WP,19.49
33761,Arabel,BJ,51.59
33762,Karly,DN,86.2
33763,Helsa,LS,51.17
33764,Aimil,MH,81.93
33765,Alexine,AY,65.26
33766,Lonnie,DS,61.7
33767,Sabina,YI,41.66
33768,Corry,FF,90.12
33769,Adriana,IU,14.75
33770,Beatriz,IX,72.24
33771,Blinni,ZB,64.11
33772,Daune,OT,20.89
33773,Drucie,GV,37.25
33774,Farrah,PY,94.19
33775,Ilse,SM,92.29
33776,Therine,PP,47.1
33777,Renae,FA,21.5
33778,Inga,YL,84.79
33779,Amelia,AJ,78.7
33780,Tomasina,UE,11.9
33781,Elmira,PX,38.39
33782,Nollie,TH,51.29
33783,Raina,IQ,24.97
33784,Patricia,QX,63.62
33785,Ermengarde,WB,97.29
33786,Eugine,EO,63.29
33787,Marika,RD,34.68
33788,Priscilla,ZV,78.76
33789,Juliane,DH,63.08
33790,Aimil,VL,30.29
33791,Gui,OF,7.33
33792,Jeanna,BG,95.2
33793,Josephine,QN,61.7
33794,Ira,US,98.91
33795,Micheline,LE,70.09
33796,Verla,SA,24.09
33797,Caryl,WE,12.73
33798,Di,XF,61.91
33799,Camile,RJ,71.47
33800,Kirstin,NI,4.75
33801,Kial,JV,70.22
33802,Marita,JY,11.81
33803,Blinni,YA,12.67
33804,Vinita,XL,53.92
33805,Lita,QS,45.8
33806,Maud,OQ,27.54
33807,Tabbatha,XV,42.09
33808,Linzy,VF,67.45
33809,Mignon,TN,1.91
33810,Joy,GP,1.16
33811,Winny,ST,54.78
33812,Tori,FK,35.66
33813,Therine,XM,45.05
33814,Jinny,DV,9.34
33815,Dari,HR,87.42
33816,Dotty,QH,72.45
33817,Ofilia,BT,86.08
33818,Ida,CL,27.06
33819,Cherilyn,CL,34
33820,Yolane,SG,16.83
33821,Tani,ON,93.53
33822,Charlena,LF,42
33823,Madeleine,WV,17.89
33824,Teriann,BO,8.28
33825,Elyssa,IB,7.14
33826,Barbara,MN,76.17
33827,Jany,GV,7.82
33828,Di,UZ,23.04
33829,Rayna,RM,96.88
33830,Etta,ZQ,75.34
33831,Blake,EN,98.65
33832,Sam,AQ,47.41
33833,Annora,DJ,31.31
33834,Meghann,GK,27.97
33835,Zaria,QO,32.41
33836,Mireielle,SA,68.13
33837,Anica,UM,68.97
33838,Marleah,VX,43.05
33839,Lanae,TN,14.7
33840,Ninnetta,CP,85.84
33841,Carolina,EU,98.9
33842,Paule,TP,96.33
33843,Orsola,BO,98.7
33844,Orelia,QO,80.64
33845,Gretal,TT,83.47
33846,Maurene,SA,65.21
33847,Selia,YC,49.79
33848,Jackie,XU,20.07
33849,Bill,SD,42.88
33850,Rivalee,MT,78.92
33851,Brynna,SE,55.07
33852,Keelia,IU,56.3
33853,Chere,SE,34.88
33854,Cecile,QF,27.38
33855,Chere,GP,65.58
33856,Deane,CS,23.49
33857,Teddie,NQ,81.25
33858,Meghann,FP,39.54
33859,Elie,PK,76.11
33860,Wendi,EP,0.31
33861,Marylou,XU,64.64
33862,Libbie,NU,20.15
33863,Shaylyn,SI,4.04
33864,Aurore,MQ,93.36
33865,Hyacinthe,BY,59.16
33866,Elfreda,XC,89.28
33867,Claresta,SM,88.97
33868,Nelle,AO,45.05
33869,Coral,PB,95.18
33870,Augustine,WH,44.88
33871,Kimmy,WN,82.47
33872,Blinni,IJ,99.83
33873,Helena,XG,47.55
33874,Charmaine,OG,38.73
33875,Alejandra,FF,54.97
33876,Blake,MO,34.62
33877,Jolyn,PQ,88.15
33878,Marita,BV,37.32
33879,Sonni,TT,91.99
33880,Teddie,EB,2.1
33881,Claresta,RR,69.42
33882,Almeta,BP,69.94
33883,Oralee,SG,19.45
33884,Ginnie,OH,45.18
33885,Yvonne,ZP,23.25
33886,Natka,KK,27.98
33887,Janenna,RT,44.95
33888,Britte,KB,91.37
33889,Eugine,WC,75.84
33890,Michaelina,ZZ,10.46
33891,Jan,JO,26.33
33892,Carree,ST,75.12
33893,Bertine,HP,47.37
33894,Genovera,ZV,56.52
33895,Kamilah,RP,35.93
33896,Elvira,CF,14.68
33897,Clary,IW,44.12
33898,Nanete,IG,27.05
33899,Fredericka,VY,24.81
33900,Elena,YS,3.5
33901,Ira,HS,46.73
33902,Sheelagh,XF,63.81
33903,Roz,RN,90.15
33904,Netty,XA,20.39
33905,Aubrie,HR,81.03
33906,Sandie,RY,42.17
33907,Sheree,QW,45.11
33908,Elfreda,BU,63.88
33909,Sophia,QM,95.12
33910,Nollie,GQ,12.66
33911,Winny,DE,83.83
33912,Yolane,EQ,4.91
33913,Demetris,FL,61.13
33914,Melanie,GG,93.76
33915,Kaia,HF,21.43
33916,Alameda,MC,85.31
33917,Coral,AI,30.45
33918,Perry,KV,49.82
33919,Jean,OC,61.46
33920,Edith,IE,91.07
33921,Carly,XI,37.28
33922,Basia,OA,75.49
33923,Myrtice,KI,0.43
33924,Rori,RN,92.36
33925,Anallese,IA,68.44
33926,Jolyn,DG,53.2
33927,Aeriela,IA,7.82
33928,Krystle,TE,40.15
33929,Almeta,UM,33.44
33930,Rebeca,TG,24.84
33931,Merrie,BP,49.03
33932,Shandie,HS,97.46
33933,Neila,HX,86.89
33934,Maisey,NJ,57.81
33935,Hildegaard,MI,98.99
33936,Nadine,XG,62.92
33937,Shel,NY,96.57
33938,Elsie,LE,44.62
33939,Kayla,LX,9.31
33940,Micheline,DB,98.28
33941,Rosabelle,OX,94.2
33942,Marjie,QE,92.8
33943,Coral,NW,0.06
33944,Consuela,HL,74.66
33945,Justinn,VY,35.48
33946,Constance,FG,2.57
33947,Letizia,SB,28.7
33948,Leanna,YO,20.45
33949,Sue,GN,38.68
33950,Tina,ZX,77.47
33951,Rozele,AK,42.66
33952,Marita,FA,79.9
33953,Tamqrah,MU,33.18
33954,Aeriela,WF,3.49
33955,Moyna,HQ,46.2
33956,Albertina,RA,19.28
33957,Di,IE,53.83
33958,Edee,AN,83.04
33959,Ulrike,AV,89.61
33960,Kathi,XK,82.74
33961,Marti,IC,30.88
33962,Fawne,LR,76.43
33963,Sharlene,QN,58.78
33964,Addia,DN,39.67
33965,Lita,XM,67.04
33966,Marylou,ZK,19.94
33967,Jordan,ZD,1.57
33968,Wanda,EF,70.6
33969,Roseline,BN,16.46
33970,Patricia,EP,85.65
33971,Hildegaard,IE,47
33972,Lory,EQ,29.33
33973,Margette,SK,6.61
33974,Katuscha,FP,66.16
33975,Brandise,YV,44.19
33976,Alia,EC,97.24
33977,Wileen,GM,21.62
33978,June,ML,5.5
33979,Robinia,RF,15
33980,Cacilie,EP,96.86
33981,Doralynne,TQ,0.81
33982,Nariko,CI,82.96
33983,Merci,QO,55.98
33984,Tori,CN,41.59
33985,Felice,EI,37.31
33986,Britni,VZ,25.01
33987,Robinia,XL,51.96
33988,Kristina,NP,91.6
33989,Marnia,WY,56.61
33990,Sarette,TN,23.52
33991,Vita,VM,13.7
33992,Tilly,DX,59.16
33993,Deirdre,MB,67.18
33994,Nadine,AY,58.04
33995,Sue,VC,15.43
33996,Janey,QR,94.79
33997,Dorene,CK,84.92
33998,Meriel,OI,68.06
33999,Rori,TO,21.05
34000,Harmonia,RR,14.2
34001,Berget,CB,69.46
34002,Wilma,BU,8.67
34003,Audrie,WC,98.77
34004,Ursulina,PQ,15.18
34005,Rhea,YY,3.58
34006,Ruthe,BG,4.12
34007,Misha,OC,39.29
34008,Harrietta,BY,28.41
34009,Eve,NS,71.64
34010,Selia,BI,10.34
34011,Julieta,BC,76.5
34012,Rivalee,GS,95.42
34013,Rosabelle,NK,19.96
34014,Madeleine,OO,9.48
34015,Ericka,WE,62.48
34016,Trudie,GF,8
34017,Carol-Jean,CR,79.66
34018,Jere,GY,32.89
34019,Hallie,FT,89.24
34020,Mureil,SA,43.21
34021,Alexine,EU,11.87
34022,Agnese,HX,38.16
34023,Shaylyn,PY,56.15
34024,Madalyn,IW,6.02
34025,Gilligan,OZ,40.94
34026,Dolli,CN,58.45
34027,Darci,AQ,2.2
34028,Helena,UL,85.32
34029,Talya,KK,47.05
34030,Ursulina,VK,37.31
34031,Fredericka,FD,65.49
34032,Maud,ED,92.41
34033,Iseabal,CV,67.63
34034,Cyndie,KK,87.62
34035,Jolyn,LI,29.84
34036,Brynna,AP,60.76
34037,Romona,SM,91.78
34038,Dione,YA,24.4
34039,Carilyn,PF,77.48
34040,Janenna,YO,92.66
34041,Libbie,OD,12.66
34042,Fayre,AZ,59.25
34043,Roseline,UW,39.01
34044,Rori,PH,85.96
34045,Olivette,RN,86.77
34046,Starla,LC,48.21
34047,Lyssa,UW,77.54
34048,Heddie,KF,42.67
34049,Leanna,LG,73.23
34050,Gusty,NI,81.2
34051,Gianina,ZQ,64.59
34052,Gerianna,NE,48.21
34053,Madelle,HZ,71.26
34054,Katleen,DO,46.69
34055,Lulita,JR,29.82
34056,Cacilie,YN,39.21
34057,Sarette,HS,6.8
34058,Estell,QV,27.27
34059,Kirstin,FF,72.56
34060,Anestassia,XW,92.71
34061,Gusella,KH,30
34062,Silvana,TZ,22.84
34063,Orelia,GM,17.03
34064,Hayley,WU,65.29
34065,Emelina,FQ,54.96
34066,Augustine,AY,23.69
34067,Millie,PP,50.75
34068,Dione,GS,6.97
34069,Valera,ZR,1.58
34070,Ida,IY,44.97
34071,Almeta,CH,11.24
34072,Elie,SW,25.38
34073,Chere,BN,32.41
34074,Dorice,UJ,18.37
34075,Rhea,HL,98.4
34076,Alia,QR,79.5
34077,Ileana,TZ,57.57
34078,Orelia,KZ,58.93
34079,Taffy,OE,26.03
34080,Estell,AZ,46.29
34081,Anestassia,WY,24.65
34082,Myriam,PD,26.19
34083,Maurene,GE,17.08
34084,Andree,NV,62.71
34085,Wilma,WB,61.05
34086,Frank,II,31.98
34087,Rebeca,WU,31.04
34088,Cyndie,EJ,21.14
34089,Sara-Ann,OC,50.7
34090,Lisette,LO,22.43
34091,Ardeen,XG,75.71
34092,Stevana,IJ,1.82
34093,Petronia,PX,34.98
34094,Brooks,UC,21.8
34095,Noelle,RR,60.08
34096,Lucille,YB,41.33
34097,Elena,GP,21.23
34098,Brianna,VH,70.67
34099,Lorenza,NY,94.21
34100,Layla,RK,31.74
34101,Lory,AM,69.75
34102,Rori,KR,34.12
34103,Courtnay,YB,0.94
34104,Cindelyn,CX,37.79
34105,Hettie,CT,83.13
34106,Gianina,VQ,16.31
34107,Carmela,AW,34.86
34108,Mireielle,IN,63.56
34109,Miquela,RW,85.85
34110,Deane,ZK,63.61
34111,Xylina,KJ,84.13
34112,Ermengarde,JJ,40.23
34113,Ellette,AE,49.39
34114,Allis,HR,19.06
34115,Adriana,UN,53.28
34116,Jinny,SN,72.44
34117,Letizia,BM,81.22
34118,Rosene,MB,53.34
34119,Concettina,OP,25.93
34120,Angelique,QI,19.73
34121,Belva,MM,15.94
34122,Fredericka,LM,26.47
34123,Aimil,QM,53.48
34124,Kayla,EG,64.65
34125,Amii,YI,41.42
34126,Mady,ZP,19.82
34127,Gabi,OC,43.93
34128,Sabina,ED,26
34129,Ursulina,ZC,10.26
34130,Corene,VR,13.11
34131,Janeczka,KX,94.15
34132,Carly,CG,82.42
34133,Justinn,OQ,88.88
34134,Caritta,XJ,12.48
34135,Eugine,OL,88.86
34136,Sean,XO,44.75
34137,Lucille,FT,26.12
34138,Ann-Marie,QS,76.49
34139,Shaylyn,UG,2.4
34140,Berta,MP,24.63
34141,Debee,NZ,65.33
